atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:expand_policy_prompt_compiler_gardenier:MISSING_INPUT:AP_PROJECT_CONSTRAINTS,pattern,missing_input_type,constraints,"{""missing_input_type"": ""constraints"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS""}","[""kind:missing_input_type"", ""parent:AP_PROJECT_CONSTRAINTS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_CONSTRAINTS,8
ATOM:expand_policy_prompt_compiler_gardenier:ACTION:AP_PROJECT_CONSTRAINTS,rule,default_action,minimal_safe_default,"{""default_action"": ""minimal_safe_default"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS""}","[""kind:default_action"", ""parent:AP_PROJECT_CONSTRAINTS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_CONSTRAINTS,8
ATOM:expand_policy_prompt_compiler_gardenier:DEFAULT_VALUE:AP_PROJECT_CONSTRAINTS,value,default_value,"""No invented facts; flag unknowns; preserve user constraints""","{""default_value"": ""\""No invented facts; flag unknowns; preserve user constraints\"""", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS""}","[""kind:default_value"", ""parent:AP_PROJECT_CONSTRAINTS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_CONSTRAINTS,8
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_CONSTRAINTS:01,pattern,tag,project,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS"", ""tag"": ""project""}","[""kind:tag"", ""parent:AP_PROJECT_CONSTRAINTS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_CONSTRAINTS,8
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_CONSTRAINTS:02,pattern,tag,constraints,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS"", ""tag"": ""constraints""}","[""kind:tag"", ""parent:AP_PROJECT_CONSTRAINTS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_CONSTRAINTS,8
ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE,rule,expand_policy_profile,AP_PROJECT_TIMELINE,"{""default_action"": ""minimal_safe_default"", ""default_value"": ""\""No timeline provided\"""", ""domain_type"": ""project_spec"", ""missing_input_type"": ""timeline"", ""notes_raw"": ""\""Proceed; mark timeline unknown. tags:project,timeline\"""", ""policy_id"": ""AP_PROJECT_TIMELINE"", ""tags_extracted"": [""project"", ""timeline""]}","[""default_action:minimal_safe_default"", ""domain_type:project_spec"", ""kind:expand_policy_profile"", ""missing_input_type:timeline"", ""policy_id:AP_PROJECT_TIMELINE""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_TIMELINE,9
ATOM:expand_policy_prompt_compiler_gardenier:MISSING_INPUT:AP_PROJECT_TIMELINE,pattern,missing_input_type,timeline,"{""missing_input_type"": ""timeline"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE""}","[""kind:missing_input_type"", ""parent:AP_PROJECT_TIMELINE""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_TIMELINE,9
ATOM:expand_policy_prompt_compiler_gardenier:ACTION:AP_PROJECT_TIMELINE,rule,default_action,minimal_safe_default,"{""default_action"": ""minimal_safe_default"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE""}","[""kind:default_action"", ""parent:AP_PROJECT_TIMELINE""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_TIMELINE,9
ATOM:expand_policy_prompt_compiler_gardenier:DEFAULT_VALUE:AP_PROJECT_TIMELINE,value,default_value,"""No timeline provided""","{""default_value"": ""\""No timeline provided\"""", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE""}","[""kind:default_value"", ""parent:AP_PROJECT_TIMELINE""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_TIMELINE,9
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_TIMELINE:01,pattern,tag,project,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE"", ""tag"": ""project""}","[""kind:tag"", ""parent:AP_PROJECT_TIMELINE""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_TIMELINE,9
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_TIMELINE:02,pattern,tag,timeline,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE"", ""tag"": ""timeline""}","[""kind:tag"", ""parent:AP_PROJECT_TIMELINE""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_TIMELINE,9
ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES,rule,expand_policy_profile,AP_PROJECT_DEPENDENCIES,"{""default_action"": ""ask"", ""default_value"": "",\""Ask key dependencies (teams,vendors"", ""domain_type"": ""project_spec"", ""missing_input_type"": ""dependencies"", ""notes_raw"": ""APIs). tags:project,dependencies\"""", ""policy_id"": ""AP_PROJECT_DEPENDENCIES"", ""tags_extracted"": [""project"", ""dependencies""]}","[""default_action:ask"", ""domain_type:project_spec"", ""kind:expand_policy_profile"", ""missing_input_type:dependencies"", ""policy_id:AP_PROJECT_DEPENDENCIES""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_DEPENDENCIES,10
ATOM:expand_policy_prompt_compiler_gardenier:MISSING_INPUT:AP_PROJECT_DEPENDENCIES,pattern,missing_input_type,dependencies,"{""missing_input_type"": ""dependencies"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES""}","[""kind:missing_input_type"", ""parent:AP_PROJECT_DEPENDENCIES""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_DEPENDENCIES,10
ATOM:expand_policy_prompt_compiler_gardenier:ACTION:AP_PROJECT_DEPENDENCIES,rule,default_action,ask,"{""default_action"": ""ask"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES""}","[""kind:default_action"", ""parent:AP_PROJECT_DEPENDENCIES""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_DEPENDENCIES,10
ATOM:expand_policy_prompt_compiler_gardenier:DEFAULT_VALUE:AP_PROJECT_DEPENDENCIES,value,default_value,",""Ask key dependencies (teams,vendors","{""default_value"": "",\""Ask key dependencies (teams,vendors"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES""}","[""kind:default_value"", ""parent:AP_PROJECT_DEPENDENCIES""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_DEPENDENCIES,10
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_DEPENDENCIES:01,pattern,tag,project,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES"", ""tag"": ""project""}","[""kind:tag"", ""parent:AP_PROJECT_DEPENDENCIES""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_DEPENDENCIES,10
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_DEPENDENCIES:02,pattern,tag,dependencies,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES"", ""tag"": ""dependencies""}","[""kind:tag"", ""parent:AP_PROJECT_DEPENDENCIES""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_DEPENDENCIES,10
ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS,rule,expand_policy_profile,AP_PROJECT_RISKS,"{""default_action"": ""minimal_safe_default"", ""default_value"": ""\""Common risks: scope creep; unclear ownership; data quality\"""", ""domain_type"": ""project_spec"", ""missing_input_type"": ""risks"", ""notes_raw"": ""\""Replace with real risks when provided. tags:project,risks\"""", ""policy_id"": ""AP_PROJECT_RISKS"", ""tags_extracted"": [""project"", ""risks""]}","[""default_action:minimal_safe_default"", ""domain_type:project_spec"", ""kind:expand_policy_profile"", ""missing_input_type:risks"", ""policy_id:AP_PROJECT_RISKS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_RISKS,11
ATOM:expand_policy_prompt_compiler_gardenier:MISSING_INPUT:AP_PROJECT_RISKS,pattern,missing_input_type,risks,"{""missing_input_type"": ""risks"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS""}","[""kind:missing_input_type"", ""parent:AP_PROJECT_RISKS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_RISKS,11
ATOM:expand_policy_prompt_compiler_gardenier:ACTION:AP_PROJECT_RISKS,rule,default_action,minimal_safe_default,"{""default_action"": ""minimal_safe_default"", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS""}","[""kind:default_action"", ""parent:AP_PROJECT_RISKS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_RISKS,11
ATOM:expand_policy_prompt_compiler_gardenier:DEFAULT_VALUE:AP_PROJECT_RISKS,value,default_value,"""Common risks: scope creep; unclear ownership; data quality""","{""default_value"": ""\""Common risks: scope creep; unclear ownership; data quality\"""", ""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS""}","[""kind:default_value"", ""parent:AP_PROJECT_RISKS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_RISKS,11
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_RISKS:01,pattern,tag,project,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS"", ""tag"": ""project""}","[""kind:tag"", ""parent:AP_PROJECT_RISKS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_RISKS,11
ATOM:expand_policy_prompt_compiler_gardenier:TAG:AP_PROJECT_RISKS:02,pattern,tag,risks,"{""parent"": ""ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS"", ""tag"": ""risks""}","[""kind:tag"", ""parent:AP_PROJECT_RISKS""]",expand_policy_prompt_compiler_gardenier,AP_PROJECT_RISKS,11
ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_CONTEXT,rule,expand_policy_profile,AP_ENGINEERING_CONTEXT,"{""default_action"": ""ask"", ""default_value"": """", ""domain_type"": ""engineering"", ""missing_input_type"": ""data_source"", ""notes_raw"": ""\""Ask for repo/snippet/logs + environment. tags:eng,inputs\"""", ""policy_id"": ""AP_ENGINEERING_CONTEXT"", ""tags_extracted"": [""eng"", ""inputs""]}","[""default_action:ask"", ""domain_type:engineering"", ""kind:expand_policy_profile"", ""missing_input_type:data_source"", ""policy_id:AP_ENGINEERING_CONTEXT""]",expand_policy_prompt_compiler_gardenier,AP_ENGINEERING_CONTEXT,12
