atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-001:01,pattern,format_cue,headings + bullets,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-001""}","[""kind:format_cue"", ""parent:TP-001""]",validation_rules_prompt_compiler_gardenier,TP-001,2
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-001:02,pattern,format_cue,1 blank line between sections,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-001""}","[""kind:format_cue"", ""parent:TP-001""]",validation_rules_prompt_compiler_gardenier,TP-001,2
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-001:01,rule,certainty_rule,state assumptions,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-001""}","[""kind:certainty_rule"", ""parent:TP-001""]",validation_rules_prompt_compiler_gardenier,TP-001,2
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-001:02,rule,certainty_rule,flag unknowns,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-001""}","[""kind:certainty_rule"", ""parent:TP-001""]",validation_rules_prompt_compiler_gardenier,TP-001,2
ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002,rule,tone_profile,Precise Cautious,"{""certainty_calibration"": ""\""\""use probabilities; distinguish hypothesis vs fact\""\"""", ""do_list"": ""\""\""ask for minimal repro; reference logs/errors; propose stepwise tests\""\"""", ""domain_type"": ""engineering"", ""dont_list"": ""\""\""no invented stack traces; no claims of running code\""\"""", ""formatting"": ""\""\""checklists + numbered steps\""\"""", ""raw_line"": ""TP-002,engineering,Precise Cautious,\""\""\""precise\"",skeptical,\""reproducible\""\""\"",\""\""\""ask for minimal repro; reference logs/errors; propose stepwise tests\""\""\"",\""\""\""no invented stack traces; no claims of running code\""\""\"",\""\""\""checklists + numbered steps\""\""\"",medium,\""\""\""use probabilities; distinguish hypothesis vs fact\""\""\"",medium"", ""risk_baseline"": ""medium"", ""tone_id"": ""TP-002"", ""tone_name"": ""Precise Cautious"", ""verbosity"": ""medium"", ""voice_keywords"": ""\""\""precise\"",skeptical,\""reproducible\""\""""}","[""domain_type:engineering"", ""kind:profile"", ""risk:medium"", ""tone_id:TP-002"", ""tone_name:Precise Cautious"", ""verbosity:medium""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-002:01,pattern,voice_keyword,precise,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002""}","[""kind:voice_keyword"", ""parent:TP-002""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-002:02,pattern,voice_keyword,skeptical,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002""}","[""kind:voice_keyword"", ""parent:TP-002""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-002:03,pattern,voice_keyword,reproducible,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002""}","[""kind:voice_keyword"", ""parent:TP-002""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-002:01,rule,directive,ask for minimal repro,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-002"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-002:02,rule,directive,reference logs/errors,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-002"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-002:03,rule,directive,propose stepwise tests,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-002"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-002:01,rule,directive,no invented stack traces,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-002"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-002:02,rule,directive,no claims of running code,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-002"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-002:01,pattern,format_cue,checklists + numbered steps,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002""}","[""kind:format_cue"", ""parent:TP-002""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-002:01,rule,certainty_rule,use probabilities,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002""}","[""kind:certainty_rule"", ""parent:TP-002""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-002:02,rule,certainty_rule,distinguish hypothesis vs fact,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-002""}","[""kind:certainty_rule"", ""parent:TP-002""]",validation_rules_prompt_compiler_gardenier,TP-002,3
ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003,rule,tone_profile,Stakeholder One-Pager,"{""certainty_calibration"": ""\""\""confidence only on provided inputs\""\"""", ""do_list"": ""\""stakeholder-ready\""\"""", ""domain_type"": ""project_spec"", ""dont_list"": ""\""\""summarize goal; list inputs; call out constraints; define success metrics\""\"""", ""formatting"": ""\""\""no deep implementation; no jargon dumps\""\"",\""\""fixed headings; bullet density high\""\"""", ""raw_line"": ""TP-003,project_spec,Stakeholder One-Pager,\""\""\""structured\"",\""stakeholder-ready\""\""\"",\""\""\""summarize goal; list inputs; call out constraints; define success metrics\""\""\"",\""\""\""no deep implementation; no jargon dumps\""\""\"",\""\""\""fixed headings; bullet density high\""\""\"",compact,\""\""\""confidence only on provided inputs\""\""\"",low"", ""risk_baseline"": ""low"", ""tone_id"": ""TP-003"", ""tone_name"": ""Stakeholder One-Pager"", ""verbosity"": ""compact"", ""voice_keywords"": ""\""\""structured\""""}","[""domain_type:project_spec"", ""kind:profile"", ""risk:low"", ""tone_id:TP-003"", ""tone_name:Stakeholder One-Pager"", ""verbosity:compact""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-003:01,pattern,voice_keyword,structured,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003""}","[""kind:voice_keyword"", ""parent:TP-003""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-003:01,rule,directive,stakeholder-ready,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-003"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-003:01,rule,directive,summarize goal,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-003"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-003:02,rule,directive,list inputs,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-003"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-003:03,rule,directive,call out constraints,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-003"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-003:04,rule,directive,define success metrics,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-003"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-003:01,pattern,format_cue,no deep implementation,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003""}","[""kind:format_cue"", ""parent:TP-003""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-003:02,pattern,format_cue,"no jargon dumps"""",""""fixed headings","{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003""}","[""kind:format_cue"", ""parent:TP-003""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-003:03,pattern,format_cue,bullet density high,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003""}","[""kind:format_cue"", ""parent:TP-003""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-003:01,rule,certainty_rule,confidence only on provided inputs,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-003""}","[""kind:certainty_rule"", ""parent:TP-003""]",validation_rules_prompt_compiler_gardenier,TP-003,4
ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004,rule,tone_profile,Playful Controlled,"{""certainty_calibration"": ""\""\""treat style as subjective; confirm constraints\""\"""", ""do_list"": ""\""\""honor constraints; provide 2-4 variations; keep imagery concrete\""\"""", ""domain_type"": ""creative"", ""dont_list"": ""\""\""no clichés; no unsafe content; no rambling lore\""\"""", ""formatting"": ""\""\""sections: brief\"",variants,\""knobs\""\"""", ""raw_line"": ""TP-004,creative,Playful Controlled,\""\""\""playful\"",vivid,\""bounded\""\""\"",\""\""\""honor constraints; provide 2-4 variations; keep imagery concrete\""\""\"",\""\""\""no clichés; no unsafe content; no rambling lore\""\""\"",\""\""\""sections: brief\"",variants,\""knobs\""\""\"",medium,\""\""\""treat style as subjective; confirm constraints\""\""\"",low"", ""risk_baseline"": ""low"", ""tone_id"": ""TP-004"", ""tone_name"": ""Playful Controlled"", ""verbosity"": ""medium"", ""voice_keywords"": ""\""\""playful\"",vivid,\""bounded\""\""""}","[""domain_type:creative"", ""kind:profile"", ""risk:low"", ""tone_id:TP-004"", ""tone_name:Playful Controlled"", ""verbosity:medium""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-004:01,pattern,voice_keyword,playful,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004""}","[""kind:voice_keyword"", ""parent:TP-004""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-004:02,pattern,voice_keyword,vivid,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004""}","[""kind:voice_keyword"", ""parent:TP-004""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-004:03,pattern,voice_keyword,bounded,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004""}","[""kind:voice_keyword"", ""parent:TP-004""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-004:01,rule,directive,honor constraints,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-004"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-004:02,rule,directive,provide 2-4 variations,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-004"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-004:03,rule,directive,keep imagery concrete,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-004"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-004:01,rule,directive,no clichés,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-004"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-004:02,rule,directive,no unsafe content,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-004"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-004:03,rule,directive,no rambling lore,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-004"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-004:01,pattern,format_cue,"sections: brief"",variants,""knobs","{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004""}","[""kind:format_cue"", ""parent:TP-004""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-004:01,rule,certainty_rule,treat style as subjective,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004""}","[""kind:certainty_rule"", ""parent:TP-004""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-004:02,rule,certainty_rule,confirm constraints,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-004""}","[""kind:certainty_rule"", ""parent:TP-004""]",validation_rules_prompt_compiler_gardenier,TP-004,5
ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005,rule,tone_profile,System-Designer Neutral,"{""certainty_calibration"": ""\""\""use MUST/SHOULD consistently\""\"""", ""do_list"": ""\""exacting\""\"""", ""domain_type"": ""persona"", ""dont_list"": ""\""\""use explicit rules; define allowed tools; specify formatting\""\"""", ""formatting"": ""\""\""no lore; no emotional language; no contradictions\""\"",\""\""YAML/Markdown blocks; strict lists\""\"""", ""raw_line"": ""TP-005,persona,System-Designer Neutral,\""\""\""neutral\"",\""exacting\""\""\"",\""\""\""use explicit rules; define allowed tools; specify formatting\""\""\"",\""\""\""no lore; no emotional language; no contradictions\""\""\"",\""\""\""YAML/Markdown blocks; strict lists\""\""\"",medium,\""\""\""use MUST/SHOULD consistently\""\""\"",low"", ""risk_baseline"": ""low"", ""tone_id"": ""TP-005"", ""tone_name"": ""System-Designer Neutral"", ""verbosity"": ""medium"", ""voice_keywords"": ""\""\""neutral\""""}","[""domain_type:persona"", ""kind:profile"", ""risk:low"", ""tone_id:TP-005"", ""tone_name:System-Designer Neutral"", ""verbosity:medium""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-005:01,pattern,voice_keyword,neutral,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005""}","[""kind:voice_keyword"", ""parent:TP-005""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-005:01,rule,directive,exacting,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-005"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-005:01,rule,directive,use explicit rules,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-005"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-005:02,rule,directive,define allowed tools,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-005"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-005:03,rule,directive,specify formatting,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-005"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-005:01,pattern,format_cue,no lore,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005""}","[""kind:format_cue"", ""parent:TP-005""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-005:02,pattern,format_cue,no emotional language,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005""}","[""kind:format_cue"", ""parent:TP-005""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-005:03,pattern,format_cue,"no contradictions"""",""""YAML/Markdown blocks","{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005""}","[""kind:format_cue"", ""parent:TP-005""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:FORMAT:TP-005:04,pattern,format_cue,strict lists,"{""field"": ""formatting"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005""}","[""kind:format_cue"", ""parent:TP-005""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:CERT:TP-005:01,rule,certainty_rule,use MUST/SHOULD consistently,"{""field"": ""certainty_calibration"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-005""}","[""kind:certainty_rule"", ""parent:TP-005""]",validation_rules_prompt_compiler_gardenier,TP-005,6
ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-006,rule,tone_profile,Analytical Balanced,"{""certainty_calibration"": ""\""\""note sensitivity to weights\""\"""", ""do_list"": ""\""evidence-led\""\"""", ""domain_type"": ""decision_analysis"", ""dont_list"": ""\""\""list options; define criteria; weight scores; show trade-offs\""\"""", ""formatting"": ""\""\""no false precision; no hidden assumptions\""\"",\""\""table + bullet rationale\""\"""", ""raw_line"": ""TP-006,decision_analysis,Analytical Balanced,\""\""\""balanced\"",\""evidence-led\""\""\"",\""\""\""list options; define criteria; weight scores; show trade-offs\""\""\"",\""\""\""no false precision; no hidden assumptions\""\""\"",\""\""\""table + bullet rationale\""\""\"",medium,\""\""\""note sensitivity to weights\""\""\"",medium"", ""risk_baseline"": ""medium"", ""tone_id"": ""TP-006"", ""tone_name"": ""Analytical Balanced"", ""verbosity"": ""medium"", ""voice_keywords"": ""\""\""balanced\""""}","[""domain_type:decision_analysis"", ""kind:profile"", ""risk:medium"", ""tone_id:TP-006"", ""tone_name:Analytical Balanced"", ""verbosity:medium""]",validation_rules_prompt_compiler_gardenier,TP-006,7
ATOM:validation_rules_prompt_compiler_gardenier:KEYWORD:TP-006:01,pattern,voice_keyword,balanced,"{""field"": ""voice_keywords"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-006""}","[""kind:voice_keyword"", ""parent:TP-006""]",validation_rules_prompt_compiler_gardenier,TP-006,7
ATOM:validation_rules_prompt_compiler_gardenier:DO:TP-006:01,rule,directive,evidence-led,"{""field"": ""do_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-006"", ""polarity"": ""do""}","[""kind:directive"", ""parent:TP-006"", ""polarity:do""]",validation_rules_prompt_compiler_gardenier,TP-006,7
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-006:01,rule,directive,list options,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-006"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-006"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-006,7
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-006:02,rule,directive,define criteria,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-006"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-006"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-006,7
ATOM:validation_rules_prompt_compiler_gardenier:DONT:TP-006:03,rule,directive,weight scores,"{""field"": ""dont_list"", ""parent"": ""ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-006"", ""polarity"": ""dont""}","[""kind:directive"", ""parent:TP-006"", ""polarity:dont""]",validation_rules_prompt_compiler_gardenier,TP-006,7
