atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:command_mode_prompt_compiler:SAFETY:/compile,rule,safety_note,compiler,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compile"", ""safety_note"": ""compiler""}","[""kind:safety_note"", ""parent:/compile""]",command_mode_prompt_compiler,/compile,3
ATOM:command_mode_prompt_compiler:PHASE:/compile,value,phase,/canon,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compile"", ""phase"": ""/canon""}","[""kind:phase"", ""parent:/compile""]",command_mode_prompt_compiler,/compile,3
ATOM:command_mode_prompt_compiler:CATEGORY:/compile,value,category,No invented facts; respect constraints,"{""category"": ""No invented facts; respect constraints"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compile""}","[""kind:category"", ""parent:/compile""]",command_mode_prompt_compiler,/compile,3
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/compile,value,output_type,compiler,"{""output_type"": ""compiler"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compile""}","[""kind:output_type"", ""parent:/compile""]",command_mode_prompt_compiler,/compile,3
ATOM:command_mode_prompt_compiler:PROFILE:/compact,rule,command_profile,Compact,"{""aliases"": ""Do not drop required headings"", ""category"": """", ""command"": ""/compact"", ""description"": ""Generate a shorter SPO with the same headings and intent,Fast iteration"", ""intended_use"": ""SPO_compact"", ""mode_name"": ""Compact"", ""output_type"": ""compile"", ""parse_reconstructed_from_len"": 12, ""phase"": ""compiler"", ""rag_keywords"": ""short form\"""", ""raw_line"": ""/compact,Compact,Compact,Generate a shorter SPO with the same headings and intent,Fast iteration,SPO_compact,compile,compiler,,Do not drop required headings,\""\""\""compact spec\"",\""short form\""\""\"""", ""safety_note"": ""\""compact spec"", ""short_label"": ""Compact""}","[""category:"", ""command:/compact"", ""kind:command_profile"", ""mode_name:Compact"", ""output_type:compile"", ""phase:compiler""]",command_mode_prompt_compiler,/compact,4
ATOM:command_mode_prompt_compiler:ALIAS:/compact:01,pattern,alias,Do not drop required headings,"{""alias"": ""Do not drop required headings"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compact""}","[""kind:alias"", ""parent:/compact""]",command_mode_prompt_compiler,/compact,4
ATOM:command_mode_prompt_compiler:RAGKW:/compact:01,pattern,rag_keyword,"short form""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compact"", ""rag_keyword"": ""short form\""""}","[""kind:rag_keyword"", ""parent:/compact""]",command_mode_prompt_compiler,/compact,4
ATOM:command_mode_prompt_compiler:SAFETY:/compact,rule,safety_note,"""compact spec","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compact"", ""safety_note"": ""\""compact spec""}","[""kind:safety_note"", ""parent:/compact""]",command_mode_prompt_compiler,/compact,4
ATOM:command_mode_prompt_compiler:PHASE:/compact,value,phase,compiler,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compact"", ""phase"": ""compiler""}","[""kind:phase"", ""parent:/compact""]",command_mode_prompt_compiler,/compact,4
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/compact,value,output_type,compile,"{""output_type"": ""compile"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/compact""}","[""kind:output_type"", ""parent:/compact""]",command_mode_prompt_compiler,/compact,4
ATOM:command_mode_prompt_compiler:PROFILE:/validate,rule,command_profile,Validator,"{""aliases"": ""\""validation"", ""category"": ""No “executed”; only “checked”"", ""command"": ""/validate"", ""description"": ""Run QA checks and output warnings/errors over a spec or dataset,Pre-upsert or pre-run review,validation_report"", ""intended_use"": ""validate"", ""mode_name"": ""Validator"", ""output_type"": ""quality"", ""parse_reconstructed_from_len"": 13, ""phase"": """", ""rag_keywords"": ""checks\"""", ""raw_line"": ""/validate,Validator,Validator,Run QA checks and output warnings/errors over a spec or dataset,Pre-upsert or pre-run review,validation_report,validate,quality,,No “executed”; only “checked”,\""\""\""validation\"",QA,\""checks\""\""\"""", ""safety_note"": ""QA"", ""short_label"": ""Validator""}","[""category:No “executed”; only “checked”"", ""command:/validate"", ""kind:command_profile"", ""mode_name:Validator"", ""output_type:quality"", ""phase:""]",command_mode_prompt_compiler,/validate,5
ATOM:command_mode_prompt_compiler:ALIAS:/validate:01,pattern,alias,"""validation","{""alias"": ""\""validation"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/validate""}","[""kind:alias"", ""parent:/validate""]",command_mode_prompt_compiler,/validate,5
ATOM:command_mode_prompt_compiler:RAGKW:/validate:01,pattern,rag_keyword,"checks""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/validate"", ""rag_keyword"": ""checks\""""}","[""kind:rag_keyword"", ""parent:/validate""]",command_mode_prompt_compiler,/validate,5
ATOM:command_mode_prompt_compiler:SAFETY:/validate,rule,safety_note,QA,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/validate"", ""safety_note"": ""QA""}","[""kind:safety_note"", ""parent:/validate""]",command_mode_prompt_compiler,/validate,5
ATOM:command_mode_prompt_compiler:CATEGORY:/validate,value,category,No “executed”; only “checked”,"{""category"": ""No “executed”; only “checked”"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/validate""}","[""kind:category"", ""parent:/validate""]",command_mode_prompt_compiler,/validate,5
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/validate,value,output_type,quality,"{""output_type"": ""quality"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/validate""}","[""kind:output_type"", ""parent:/validate""]",command_mode_prompt_compiler,/validate,5
ATOM:command_mode_prompt_compiler:PROFILE:/lint,rule,command_profile,Schema Linter,"{""aliases"": ""Fail loudly on missing headings"", ""category"": """", ""command"": ""/lint"", ""description"": ""Check schema/heading alignment and required sections,Prevent schema drift"", ""intended_use"": ""schema_lint"", ""mode_name"": ""Schema"", ""output_type"": ""validate"", ""parse_reconstructed_from_len"": 12, ""phase"": ""schema"", ""rag_keywords"": ""required sections\"""", ""raw_line"": ""/lint,Schema,Schema Linter,Check schema/heading alignment and required sections,Prevent schema drift,schema_lint,validate,schema,,Fail loudly on missing headings,\""\""\""schema lint\"",\""required sections\""\""\"""", ""safety_note"": ""\""schema lint"", ""short_label"": ""Schema Linter""}","[""category:"", ""command:/lint"", ""kind:command_profile"", ""mode_name:Schema"", ""output_type:validate"", ""phase:schema""]",command_mode_prompt_compiler,/lint,6
ATOM:command_mode_prompt_compiler:ALIAS:/lint:01,pattern,alias,Fail loudly on missing headings,"{""alias"": ""Fail loudly on missing headings"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/lint""}","[""kind:alias"", ""parent:/lint""]",command_mode_prompt_compiler,/lint,6
ATOM:command_mode_prompt_compiler:RAGKW:/lint:01,pattern,rag_keyword,"required sections""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/lint"", ""rag_keyword"": ""required sections\""""}","[""kind:rag_keyword"", ""parent:/lint""]",command_mode_prompt_compiler,/lint,6
ATOM:command_mode_prompt_compiler:SAFETY:/lint,rule,safety_note,"""schema lint","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/lint"", ""safety_note"": ""\""schema lint""}","[""kind:safety_note"", ""parent:/lint""]",command_mode_prompt_compiler,/lint,6
ATOM:command_mode_prompt_compiler:PHASE:/lint,value,phase,schema,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/lint"", ""phase"": ""schema""}","[""kind:phase"", ""parent:/lint""]",command_mode_prompt_compiler,/lint,6
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/lint,value,output_type,validate,"{""output_type"": ""validate"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/lint""}","[""kind:output_type"", ""parent:/lint""]",command_mode_prompt_compiler,/lint,6
ATOM:command_mode_prompt_compiler:PROFILE:/assume,rule,command_profile,Assumption Handler,"{""aliases"": ""\""assumptions"", ""category"": ""Mark assumptions explicitly"", ""command"": ""/assume"", ""description"": ""Apply assumption policies for missing inputs safely,Fill gaps without hallucination,assumption_patch"", ""intended_use"": ""compile"", ""mode_name"": ""Assumption"", ""output_type"": ""assumptions"", ""parse_reconstructed_from_len"": 13, ""phase"": """", ""rag_keywords"": ""defaults\"""", ""raw_line"": ""/assume,Assumption,Assumption Handler,Apply assumption policies for missing inputs safely,Fill gaps without hallucination,assumption_patch,compile,assumptions,,Mark assumptions explicitly,\""\""\""assumptions\"",missing inputs,\""defaults\""\""\"""", ""safety_note"": ""missing inputs"", ""short_label"": ""Assumption Handler""}","[""category:Mark assumptions explicitly"", ""command:/assume"", ""kind:command_profile"", ""mode_name:Assumption"", ""output_type:assumptions"", ""phase:""]",command_mode_prompt_compiler,/assume,7
ATOM:command_mode_prompt_compiler:ALIAS:/assume:01,pattern,alias,"""assumptions","{""alias"": ""\""assumptions"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/assume""}","[""kind:alias"", ""parent:/assume""]",command_mode_prompt_compiler,/assume,7
ATOM:command_mode_prompt_compiler:RAGKW:/assume:01,pattern,rag_keyword,"defaults""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/assume"", ""rag_keyword"": ""defaults\""""}","[""kind:rag_keyword"", ""parent:/assume""]",command_mode_prompt_compiler,/assume,7
ATOM:command_mode_prompt_compiler:SAFETY:/assume,rule,safety_note,missing inputs,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/assume"", ""safety_note"": ""missing inputs""}","[""kind:safety_note"", ""parent:/assume""]",command_mode_prompt_compiler,/assume,7
ATOM:command_mode_prompt_compiler:CATEGORY:/assume,value,category,Mark assumptions explicitly,"{""category"": ""Mark assumptions explicitly"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/assume""}","[""kind:category"", ""parent:/assume""]",command_mode_prompt_compiler,/assume,7
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/assume,value,output_type,assumptions,"{""output_type"": ""assumptions"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/assume""}","[""kind:output_type"", ""parent:/assume""]",command_mode_prompt_compiler,/assume,7
ATOM:command_mode_prompt_compiler:PROFILE:/retune,rule,command_profile,Tone Retuner,"{""aliases"": ""\""tone"", ""category"": ""Do not change facts"", ""command"": ""/retune"", ""description"": ""Adjust tone policy while preserving meaning,Brand/tone alignment,tone_patch"", ""intended_use"": ""transform"", ""mode_name"": ""Tone"", ""output_type"": ""tone"", ""parse_reconstructed_from_len"": 13, ""phase"": """", ""rag_keywords"": ""voice\"""", ""raw_line"": ""/retune,Tone,Tone Retuner,Adjust tone policy while preserving meaning,Brand/tone alignment,tone_patch,transform,tone,,Do not change facts,\""\""\""tone\"",style,\""voice\""\""\"""", ""safety_note"": ""style"", ""short_label"": ""Tone Retuner""}","[""category:Do not change facts"", ""command:/retune"", ""kind:command_profile"", ""mode_name:Tone"", ""output_type:tone"", ""phase:""]",command_mode_prompt_compiler,/retune,8
ATOM:command_mode_prompt_compiler:ALIAS:/retune:01,pattern,alias,"""tone","{""alias"": ""\""tone"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/retune""}","[""kind:alias"", ""parent:/retune""]",command_mode_prompt_compiler,/retune,8
ATOM:command_mode_prompt_compiler:RAGKW:/retune:01,pattern,rag_keyword,"voice""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/retune"", ""rag_keyword"": ""voice\""""}","[""kind:rag_keyword"", ""parent:/retune""]",command_mode_prompt_compiler,/retune,8
ATOM:command_mode_prompt_compiler:SAFETY:/retune,rule,safety_note,style,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/retune"", ""safety_note"": ""style""}","[""kind:safety_note"", ""parent:/retune""]",command_mode_prompt_compiler,/retune,8
ATOM:command_mode_prompt_compiler:CATEGORY:/retune,value,category,Do not change facts,"{""category"": ""Do not change facts"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/retune""}","[""kind:category"", ""parent:/retune""]",command_mode_prompt_compiler,/retune,8
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/retune,value,output_type,tone,"{""output_type"": ""tone"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/retune""}","[""kind:output_type"", ""parent:/retune""]",command_mode_prompt_compiler,/retune,8
ATOM:command_mode_prompt_compiler:PROFILE:/diff,rule,command_profile,Revision Diff,"{""aliases"": ""\""diff"", ""category"": ""No fabricated changes"", ""command"": ""/diff"", ""description"": ""Compare two outputs and summarize changes,Track edits,revision_diff"", ""intended_use"": ""validate"", ""mode_name"": ""Revision"", ""output_type"": ""quality"", ""parse_reconstructed_from_len"": 13, ""phase"": ""/changelog"", ""rag_keywords"": ""changes\"""", ""raw_line"": ""/diff,Revision,Revision Diff,Compare two outputs and summarize changes,Track edits,revision_diff,validate,quality,\""\""\""/changelog\""\""\"",No fabricated changes,\""\""\""diff\"",revision,\""changes\""\""\"""", ""safety_note"": ""revision"", ""short_label"": ""Revision Diff""}","[""category:No fabricated changes"", ""command:/diff"", ""kind:command_profile"", ""mode_name:Revision"", ""output_type:quality"", ""phase:/changelog""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:ALIAS:/diff:01,pattern,alias,"""diff","{""alias"": ""\""diff"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/diff""}","[""kind:alias"", ""parent:/diff""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:RAGKW:/diff:01,pattern,rag_keyword,"changes""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/diff"", ""rag_keyword"": ""changes\""""}","[""kind:rag_keyword"", ""parent:/diff""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:SAFETY:/diff,rule,safety_note,revision,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/diff"", ""safety_note"": ""revision""}","[""kind:safety_note"", ""parent:/diff""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:PHASE:/diff,value,phase,/changelog,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/diff"", ""phase"": ""/changelog""}","[""kind:phase"", ""parent:/diff""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:CATEGORY:/diff,value,category,No fabricated changes,"{""category"": ""No fabricated changes"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/diff""}","[""kind:category"", ""parent:/diff""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/diff,value,output_type,quality,"{""output_type"": ""quality"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/diff""}","[""kind:output_type"", ""parent:/diff""]",command_mode_prompt_compiler,/diff,9
ATOM:command_mode_prompt_compiler:PROFILE:/strict,rule,command_profile,Conservative Mode,"{""aliases"": ""Prefer asking over defaulting"", ""category"": """", ""command"": ""/strict"", ""description"": ""Minimize assumptions and risky inferences,High-stakes mode"", ""intended_use"": ""mode_switch"", ""mode_name"": ""Conservative"", ""output_type"": ""route"", ""parse_reconstructed_from_len"": 12, ""phase"": ""mode"", ""rag_keywords"": ""conservative\"""", ""raw_line"": ""/strict,Conservative,Conservative Mode,Minimize assumptions and risky inferences,High-stakes mode,mode_switch,route,mode,,Prefer asking over defaulting,\""\""\""strict mode\"",\""conservative\""\""\"""", ""safety_note"": ""\""strict mode"", ""short_label"": ""Conservative Mode""}","[""category:"", ""command:/strict"", ""kind:command_profile"", ""mode_name:Conservative"", ""output_type:route"", ""phase:mode""]",command_mode_prompt_compiler,/strict,10
ATOM:command_mode_prompt_compiler:ALIAS:/strict:01,pattern,alias,Prefer asking over defaulting,"{""alias"": ""Prefer asking over defaulting"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/strict""}","[""kind:alias"", ""parent:/strict""]",command_mode_prompt_compiler,/strict,10
ATOM:command_mode_prompt_compiler:RAGKW:/strict:01,pattern,rag_keyword,"conservative""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/strict"", ""rag_keyword"": ""conservative\""""}","[""kind:rag_keyword"", ""parent:/strict""]",command_mode_prompt_compiler,/strict,10
ATOM:command_mode_prompt_compiler:SAFETY:/strict,rule,safety_note,"""strict mode","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/strict"", ""safety_note"": ""\""strict mode""}","[""kind:safety_note"", ""parent:/strict""]",command_mode_prompt_compiler,/strict,10
ATOM:command_mode_prompt_compiler:PHASE:/strict,value,phase,mode,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/strict"", ""phase"": ""mode""}","[""kind:phase"", ""parent:/strict""]",command_mode_prompt_compiler,/strict,10
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/strict,value,output_type,route,"{""output_type"": ""route"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/strict""}","[""kind:output_type"", ""parent:/strict""]",command_mode_prompt_compiler,/strict,10
ATOM:command_mode_prompt_compiler:PROFILE:/mirror,rule,command_profile,Mirror-Only,"{""aliases"": ""No new facts added"", ""category"": """", ""command"": ""/mirror"", ""description"": ""Reformat only; do not add new content,Safe reformatting"", ""intended_use"": ""mirror_output"", ""mode_name"": ""Mirror"", ""output_type"": ""transform"", ""parse_reconstructed_from_len"": 12, ""phase"": ""format"", ""rag_keywords"": ""format-only\"""", ""raw_line"": ""/mirror,Mirror,Mirror-Only,Reformat only; do not add new content,Safe reformatting,mirror_output,transform,format,,No new facts added,\""\""\""mirror\"",\""format-only\""\""\"""", ""safety_note"": ""\""mirror"", ""short_label"": ""Mirror-Only""}","[""category:"", ""command:/mirror"", ""kind:command_profile"", ""mode_name:Mirror"", ""output_type:transform"", ""phase:format""]",command_mode_prompt_compiler,/mirror,11
ATOM:command_mode_prompt_compiler:ALIAS:/mirror:01,pattern,alias,No new facts added,"{""alias"": ""No new facts added"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/mirror""}","[""kind:alias"", ""parent:/mirror""]",command_mode_prompt_compiler,/mirror,11
ATOM:command_mode_prompt_compiler:RAGKW:/mirror:01,pattern,rag_keyword,"format-only""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/mirror"", ""rag_keyword"": ""format-only\""""}","[""kind:rag_keyword"", ""parent:/mirror""]",command_mode_prompt_compiler,/mirror,11
ATOM:command_mode_prompt_compiler:SAFETY:/mirror,rule,safety_note,"""mirror","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/mirror"", ""safety_note"": ""\""mirror""}","[""kind:safety_note"", ""parent:/mirror""]",command_mode_prompt_compiler,/mirror,11
ATOM:command_mode_prompt_compiler:PHASE:/mirror,value,phase,format,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/mirror"", ""phase"": ""format""}","[""kind:phase"", ""parent:/mirror""]",command_mode_prompt_compiler,/mirror,11
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/mirror,value,output_type,transform,"{""output_type"": ""transform"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/mirror""}","[""kind:output_type"", ""parent:/mirror""]",command_mode_prompt_compiler,/mirror,11
ATOM:command_mode_prompt_compiler:PROFILE:/detect,rule,command_profile,Seed Detector,"{""aliases"": ""\""detect"", ""category"": ""No tool claims"", ""command"": ""/detect"", ""description"": ""Detect domain signals and constraints from the seed input,Pre-routing analysis,seed_report"", ""intended_use"": ""route"", ""mode_name"": ""Seed"", ""output_type"": ""routing"", ""parse_reconstructed_from_len"": 13, ""phase"": ""/route"", ""rag_keywords"": ""seed\"""", ""raw_line"": ""/detect,Seed,Seed Detector,Detect domain signals and constraints from the seed input,Pre-routing analysis,seed_report,route,routing,\""\""\""/route\""\""\"",No tool claims,\""\""\""detect\"",signals,\""seed\""\""\"""", ""safety_note"": ""signals"", ""short_label"": ""Seed Detector""}","[""category:No tool claims"", ""command:/detect"", ""kind:command_profile"", ""mode_name:Seed"", ""output_type:routing"", ""phase:/route""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:ALIAS:/detect:01,pattern,alias,"""detect","{""alias"": ""\""detect"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/detect""}","[""kind:alias"", ""parent:/detect""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:RAGKW:/detect:01,pattern,rag_keyword,"seed""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/detect"", ""rag_keyword"": ""seed\""""}","[""kind:rag_keyword"", ""parent:/detect""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:SAFETY:/detect,rule,safety_note,signals,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/detect"", ""safety_note"": ""signals""}","[""kind:safety_note"", ""parent:/detect""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:PHASE:/detect,value,phase,/route,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/detect"", ""phase"": ""/route""}","[""kind:phase"", ""parent:/detect""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:CATEGORY:/detect,value,category,No tool claims,"{""category"": ""No tool claims"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/detect""}","[""kind:category"", ""parent:/detect""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/detect,value,output_type,routing,"{""output_type"": ""routing"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/detect""}","[""kind:output_type"", ""parent:/detect""]",command_mode_prompt_compiler,/detect,12
ATOM:command_mode_prompt_compiler:PROFILE:/template,rule,command_profile,Template List,"{""aliases"": ""Do not invent templates"", ""category"": """", ""command"": ""/template"", ""description"": ""List available templates for a domain_type,Template discovery"", ""intended_use"": ""template_list"", ""mode_name"": ""List"", ""output_type"": ""route"", ""parse_reconstructed_from_len"": 12, ""phase"": ""templates"", ""rag_keywords"": ""list\"""", ""raw_line"": ""/template,List,Template List,List available templates for a domain_type,Template discovery,template_list,route,templates,,Do not invent templates,\""\""\""templates\"",\""list\""\""\"""", ""safety_note"": ""\""templates"", ""short_label"": ""Template List""}","[""category:"", ""command:/template"", ""kind:command_profile"", ""mode_name:List"", ""output_type:route"", ""phase:templates""]",command_mode_prompt_compiler,/template,13
ATOM:command_mode_prompt_compiler:ALIAS:/template:01,pattern,alias,Do not invent templates,"{""alias"": ""Do not invent templates"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/template""}","[""kind:alias"", ""parent:/template""]",command_mode_prompt_compiler,/template,13
ATOM:command_mode_prompt_compiler:RAGKW:/template:01,pattern,rag_keyword,"list""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/template"", ""rag_keyword"": ""list\""""}","[""kind:rag_keyword"", ""parent:/template""]",command_mode_prompt_compiler,/template,13
ATOM:command_mode_prompt_compiler:SAFETY:/template,rule,safety_note,"""templates","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/template"", ""safety_note"": ""\""templates""}","[""kind:safety_note"", ""parent:/template""]",command_mode_prompt_compiler,/template,13
ATOM:command_mode_prompt_compiler:PHASE:/template,value,phase,templates,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/template"", ""phase"": ""templates""}","[""kind:phase"", ""parent:/template""]",command_mode_prompt_compiler,/template,13
