atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-005,rule,latent_constraint_profile,LCS-005,"{""domain_type"": ""decision_analysis"", ""raw_line"": ""LCS-005,decision_analysis,format,User asks “score options”,Add directive: define criteria + weighted scoring table,medium"", ""recommended_action"": ""Add directive: define criteria + weighted scoring table"", ""severity"": ""medium"", ""signal_id"": ""LCS-005"", ""signal_type"": ""format"", ""trigger_hint"": ""User asks “score options”""}","[""domain_type:decision_analysis"", ""kind:latent_constraint_signal"", ""severity:medium"", ""signal_id:LCS-005"", ""signal_type:format""]",latent_costraints_prompt_compiler_gardenier,LCS-005,6
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-005,pattern,signal_type,format,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-005"", ""signal_type"": ""format""}","[""kind:signal_type"", ""parent:LCS-005""]",latent_costraints_prompt_compiler_gardenier,LCS-005,6
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-005,pattern,trigger_hint,User asks “score options”,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-005"", ""trigger_hint"": ""User asks “score options”""}","[""kind:trigger_hint"", ""parent:LCS-005""]",latent_costraints_prompt_compiler_gardenier,LCS-005,6
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-005,rule,recommended_action,Add directive: define criteria + weighted scoring table,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-005"", ""recommended_action"": ""Add directive: define criteria + weighted scoring table""}","[""kind:recommended_action"", ""parent:LCS-005""]",latent_costraints_prompt_compiler_gardenier,LCS-005,6
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-005,value,severity,medium,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-005"", ""severity"": ""medium""}","[""kind:severity"", ""parent:LCS-005""]",latent_costraints_prompt_compiler_gardenier,LCS-005,6
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-005,value,domain_type,decision_analysis,"{""domain_type"": ""decision_analysis"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-005""}","[""kind:domain_type"", ""parent:LCS-005""]",latent_costraints_prompt_compiler_gardenier,LCS-005,6
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-006,rule,latent_constraint_profile,LCS-006,"{""domain_type"": ""creative"", ""raw_line"": ""LCS-006,creative,constraint,User says “no clichés”,Add constraint: ban generic phrases; require concrete imagery,low"", ""recommended_action"": ""Add constraint: ban generic phrases; require concrete imagery"", ""severity"": ""low"", ""signal_id"": ""LCS-006"", ""signal_type"": ""constraint"", ""trigger_hint"": ""User says “no clichés”""}","[""domain_type:creative"", ""kind:latent_constraint_signal"", ""severity:low"", ""signal_id:LCS-006"", ""signal_type:constraint""]",latent_costraints_prompt_compiler_gardenier,LCS-006,7
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-006,pattern,signal_type,constraint,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-006"", ""signal_type"": ""constraint""}","[""kind:signal_type"", ""parent:LCS-006""]",latent_costraints_prompt_compiler_gardenier,LCS-006,7
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-006,pattern,trigger_hint,User says “no clichés”,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-006"", ""trigger_hint"": ""User says “no clichés”""}","[""kind:trigger_hint"", ""parent:LCS-006""]",latent_costraints_prompt_compiler_gardenier,LCS-006,7
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-006,rule,recommended_action,Add constraint: ban generic phrases; require concrete imagery,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-006"", ""recommended_action"": ""Add constraint: ban generic phrases; require concrete imagery""}","[""kind:recommended_action"", ""parent:LCS-006""]",latent_costraints_prompt_compiler_gardenier,LCS-006,7
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-006,value,severity,low,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-006"", ""severity"": ""low""}","[""kind:severity"", ""parent:LCS-006""]",latent_costraints_prompt_compiler_gardenier,LCS-006,7
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-006,value,domain_type,creative,"{""domain_type"": ""creative"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-006""}","[""kind:domain_type"", ""parent:LCS-006""]",latent_costraints_prompt_compiler_gardenier,LCS-006,7
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-007,rule,latent_constraint_profile,LCS-007,"{""domain_type"": ""marketing_copy"", ""raw_line"": ""LCS-007,marketing_copy,preference,User mentions “landing page”,Set Output Format to sections: hero,benefits,proof,CTA,low"", ""recommended_action"": ""Set Output Format to sections: hero,benefits,proof,CTA"", ""severity"": ""low"", ""signal_id"": ""LCS-007"", ""signal_type"": ""preference"", ""trigger_hint"": ""User mentions “landing page”""}","[""domain_type:marketing_copy"", ""kind:latent_constraint_signal"", ""severity:low"", ""signal_id:LCS-007"", ""signal_type:preference""]",latent_costraints_prompt_compiler_gardenier,LCS-007,8
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-007,pattern,signal_type,preference,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-007"", ""signal_type"": ""preference""}","[""kind:signal_type"", ""parent:LCS-007""]",latent_costraints_prompt_compiler_gardenier,LCS-007,8
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-007,pattern,trigger_hint,User mentions “landing page”,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-007"", ""trigger_hint"": ""User mentions “landing page”""}","[""kind:trigger_hint"", ""parent:LCS-007""]",latent_costraints_prompt_compiler_gardenier,LCS-007,8
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-007,rule,recommended_action,"Set Output Format to sections: hero,benefits,proof,CTA","{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-007"", ""recommended_action"": ""Set Output Format to sections: hero,benefits,proof,CTA""}","[""kind:recommended_action"", ""parent:LCS-007""]",latent_costraints_prompt_compiler_gardenier,LCS-007,8
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-007,value,severity,low,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-007"", ""severity"": ""low""}","[""kind:severity"", ""parent:LCS-007""]",latent_costraints_prompt_compiler_gardenier,LCS-007,8
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-007,value,domain_type,marketing_copy,"{""domain_type"": ""marketing_copy"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-007""}","[""kind:domain_type"", ""parent:LCS-007""]",latent_costraints_prompt_compiler_gardenier,LCS-007,8
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-008,rule,latent_constraint_profile,LCS-008,"{""domain_type"": ""customer_support"", ""raw_line"": ""LCS-008,customer_support,risk,User mentions refund/chargeback,Add constraint: no policy invention; ask for policy link,high"", ""recommended_action"": ""Add constraint: no policy invention; ask for policy link"", ""severity"": ""high"", ""signal_id"": ""LCS-008"", ""signal_type"": ""risk"", ""trigger_hint"": ""User mentions refund/chargeback""}","[""domain_type:customer_support"", ""kind:latent_constraint_signal"", ""severity:high"", ""signal_id:LCS-008"", ""signal_type:risk""]",latent_costraints_prompt_compiler_gardenier,LCS-008,9
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-008,pattern,signal_type,risk,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-008"", ""signal_type"": ""risk""}","[""kind:signal_type"", ""parent:LCS-008""]",latent_costraints_prompt_compiler_gardenier,LCS-008,9
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-008,pattern,trigger_hint,User mentions refund/chargeback,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-008"", ""trigger_hint"": ""User mentions refund/chargeback""}","[""kind:trigger_hint"", ""parent:LCS-008""]",latent_costraints_prompt_compiler_gardenier,LCS-008,9
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-008,rule,recommended_action,Add constraint: no policy invention; ask for policy link,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-008"", ""recommended_action"": ""Add constraint: no policy invention; ask for policy link""}","[""kind:recommended_action"", ""parent:LCS-008""]",latent_costraints_prompt_compiler_gardenier,LCS-008,9
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-008,value,severity,high,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-008"", ""severity"": ""high""}","[""kind:severity"", ""parent:LCS-008""]",latent_costraints_prompt_compiler_gardenier,LCS-008,9
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-008,value,domain_type,customer_support,"{""domain_type"": ""customer_support"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-008""}","[""kind:domain_type"", ""parent:LCS-008""]",latent_costraints_prompt_compiler_gardenier,LCS-008,9
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-009,rule,latent_constraint_profile,LCS-009,"{""domain_type"": ""legal_comms"", ""raw_line"": ""LCS-009,legal_comms,risk,User asks “is this legal”,Add constraint: not legal advice; suggest professional counsel,critical"", ""recommended_action"": ""Add constraint: not legal advice; suggest professional counsel"", ""severity"": ""critical"", ""signal_id"": ""LCS-009"", ""signal_type"": ""risk"", ""trigger_hint"": ""User asks “is this legal”""}","[""domain_type:legal_comms"", ""kind:latent_constraint_signal"", ""severity:critical"", ""signal_id:LCS-009"", ""signal_type:risk""]",latent_costraints_prompt_compiler_gardenier,LCS-009,10
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-009,pattern,signal_type,risk,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-009"", ""signal_type"": ""risk""}","[""kind:signal_type"", ""parent:LCS-009""]",latent_costraints_prompt_compiler_gardenier,LCS-009,10
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-009,pattern,trigger_hint,User asks “is this legal”,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-009"", ""trigger_hint"": ""User asks “is this legal”""}","[""kind:trigger_hint"", ""parent:LCS-009""]",latent_costraints_prompt_compiler_gardenier,LCS-009,10
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-009,rule,recommended_action,Add constraint: not legal advice; suggest professional counsel,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-009"", ""recommended_action"": ""Add constraint: not legal advice; suggest professional counsel""}","[""kind:recommended_action"", ""parent:LCS-009""]",latent_costraints_prompt_compiler_gardenier,LCS-009,10
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-009,value,severity,critical,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-009"", ""severity"": ""critical""}","[""kind:severity"", ""parent:LCS-009""]",latent_costraints_prompt_compiler_gardenier,LCS-009,10
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-009,value,domain_type,legal_comms,"{""domain_type"": ""legal_comms"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-009""}","[""kind:domain_type"", ""parent:LCS-009""]",latent_costraints_prompt_compiler_gardenier,LCS-009,10
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-010,rule,latent_constraint_profile,LCS-010,"{""domain_type"": ""data_ops"", ""raw_line"": ""LCS-010,data_ops,constraint,User says “schema must not change”,Add directive: preserve headers; propose migration notes only,high"", ""recommended_action"": ""Add directive: preserve headers; propose migration notes only"", ""severity"": ""high"", ""signal_id"": ""LCS-010"", ""signal_type"": ""constraint"", ""trigger_hint"": ""User says “schema must not change”""}","[""domain_type:data_ops"", ""kind:latent_constraint_signal"", ""severity:high"", ""signal_id:LCS-010"", ""signal_type:constraint""]",latent_costraints_prompt_compiler_gardenier,LCS-010,11
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-010,pattern,signal_type,constraint,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-010"", ""signal_type"": ""constraint""}","[""kind:signal_type"", ""parent:LCS-010""]",latent_costraints_prompt_compiler_gardenier,LCS-010,11
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-010,pattern,trigger_hint,User says “schema must not change”,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-010"", ""trigger_hint"": ""User says “schema must not change”""}","[""kind:trigger_hint"", ""parent:LCS-010""]",latent_costraints_prompt_compiler_gardenier,LCS-010,11
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-010,rule,recommended_action,Add directive: preserve headers; propose migration notes only,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-010"", ""recommended_action"": ""Add directive: preserve headers; propose migration notes only""}","[""kind:recommended_action"", ""parent:LCS-010""]",latent_costraints_prompt_compiler_gardenier,LCS-010,11
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-010,value,severity,high,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-010"", ""severity"": ""high""}","[""kind:severity"", ""parent:LCS-010""]",latent_costraints_prompt_compiler_gardenier,LCS-010,11
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-010,value,domain_type,data_ops,"{""domain_type"": ""data_ops"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-010""}","[""kind:domain_type"", ""parent:LCS-010""]",latent_costraints_prompt_compiler_gardenier,LCS-010,11
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-011,rule,latent_constraint_profile,LCS-011,"{""domain_type"": ""engineering"", ""raw_line"": ""LCS-011,engineering,assumption,User omits language/runtime version,Add Inputs Required: language + runtime version,medium"", ""recommended_action"": ""Add Inputs Required: language + runtime version"", ""severity"": ""medium"", ""signal_id"": ""LCS-011"", ""signal_type"": ""assumption"", ""trigger_hint"": ""User omits language/runtime version""}","[""domain_type:engineering"", ""kind:latent_constraint_signal"", ""severity:medium"", ""signal_id:LCS-011"", ""signal_type:assumption""]",latent_costraints_prompt_compiler_gardenier,LCS-011,12
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-011,pattern,signal_type,assumption,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-011"", ""signal_type"": ""assumption""}","[""kind:signal_type"", ""parent:LCS-011""]",latent_costraints_prompt_compiler_gardenier,LCS-011,12
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-011,pattern,trigger_hint,User omits language/runtime version,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-011"", ""trigger_hint"": ""User omits language/runtime version""}","[""kind:trigger_hint"", ""parent:LCS-011""]",latent_costraints_prompt_compiler_gardenier,LCS-011,12
ATOM:latent_costraints_prompt_compiler_gardenier:ACTION:LCS-011,rule,recommended_action,Add Inputs Required: language + runtime version,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-011"", ""recommended_action"": ""Add Inputs Required: language + runtime version""}","[""kind:recommended_action"", ""parent:LCS-011""]",latent_costraints_prompt_compiler_gardenier,LCS-011,12
ATOM:latent_costraints_prompt_compiler_gardenier:SEVERITY:LCS-011,value,severity,medium,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-011"", ""severity"": ""medium""}","[""kind:severity"", ""parent:LCS-011""]",latent_costraints_prompt_compiler_gardenier,LCS-011,12
ATOM:latent_costraints_prompt_compiler_gardenier:DOMAIN:LCS-011,value,domain_type,engineering,"{""domain_type"": ""engineering"", ""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-011""}","[""kind:domain_type"", ""parent:LCS-011""]",latent_costraints_prompt_compiler_gardenier,LCS-011,12
ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-012,rule,latent_constraint_profile,LCS-012,"{""domain_type"": ""engineering"", ""raw_line"": ""LCS-012,engineering,format,User pastes error without context,Request minimal reproduction steps,medium"", ""recommended_action"": ""Request minimal reproduction steps"", ""severity"": ""medium"", ""signal_id"": ""LCS-012"", ""signal_type"": ""format"", ""trigger_hint"": ""User pastes error without context""}","[""domain_type:engineering"", ""kind:latent_constraint_signal"", ""severity:medium"", ""signal_id:LCS-012"", ""signal_type:format""]",latent_costraints_prompt_compiler_gardenier,LCS-012,13
ATOM:latent_costraints_prompt_compiler_gardenier:SIGNAL_TYPE:LCS-012,pattern,signal_type,format,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-012"", ""signal_type"": ""format""}","[""kind:signal_type"", ""parent:LCS-012""]",latent_costraints_prompt_compiler_gardenier,LCS-012,13
ATOM:latent_costraints_prompt_compiler_gardenier:TRIGGER:LCS-012,pattern,trigger_hint,User pastes error without context,"{""parent"": ""ATOM:latent_costraints_prompt_compiler_gardenier:PROFILE:LCS-012"", ""trigger_hint"": ""User pastes error without context""}","[""kind:trigger_hint"", ""parent:LCS-012""]",latent_costraints_prompt_compiler_gardenier,LCS-012,13
